Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS03,OUT017,1131.4073
FDE50,OUT049,3180.6963
FDQ15,OUT017,1239.9225
FDQ33,OUT010,589.78046
FDT22,OUT013,958.8022
DRO35,OUT035,1967.6088
FDJ41,OUT049,4149.782
FDQ27,OUT035,1818.1803
FDC26,OUT017,1928.4851
NCF43,OUT027,3486.27
NCR50,OUT035,2473.5073
FDE39,OUT018,1627.3386
FDN49,OUT027,1161.4967
DRG11,OUT035,1744.6494
NCA18,OUT049,1920.8452
FDM36,OUT018,2452.547
FDW32,OUT017,1386.6929
NCQ18,OUT010,187.356
FDX14,OUT027,1995.5907
FDD46,OUT017,2371.4563
FDI34,OUT019,365.91708
NCJ17,OUT035,1413.6215
FDB52,OUT035,3943.4575
FDV55,OUT018,1977.94
FDC57,OUT046,2998.5164
FDB29,OUT046,1877.3989
NCO43,OUT035,1647.5931
FDG44,OUT045,856.4349
FDJ34,OUT045,2013.6531
FDH40,OUT049,1356.5364
NCD07,OUT027,3013.0627
FDB41,OUT017,757.2912
FDH47,OUT018,1309.1821
DRK37,OUT035,3518.3193
FDM25,OUT019,484.6024
NCX06,OUT045,3097.5752
NCS05,OUT017,2194.0515
FDS39,OUT045,2092.8577
FDC47,OUT027,5659.6675
FDG20,OUT013,2805.8896
DRL23,OUT017,1743.028
FDY33,OUT013,2501.5374
NCH18,OUT045,3962.3826
FDX47,OUT035,2530.4702
NCB06,OUT045,2558.6218
FDP36,OUT049,891.2875
FDW44,OUT018,2500.8708
NCU41,OUT018,2626.7622
NCS17,OUT046,1582.645
FDD46,OUT035,2378.7576
FDE45,OUT017,3149.0063
FDI09,OUT017,3776.3494
NCJ54,OUT010,876.7166
NCA29,OUT018,2500.8708
NCN41,OUT027,3364.7595
FDY34,OUT035,2890.1113
NCG55,OUT035,1967.6088
DRM49,OUT046,760.2869
NCB42,OUT049,1928.4731
FDE58,OUT045,1842.2026
DRJ25,OUT013,879.65265
FDS47,OUT010,117.09051
FDY21,OUT049,3184.0376
NCI54,OUT013,1749.0825
FDO24,OUT017,2602.6145
FDY43,OUT035,2833.2366
FDF35,OUT018,1356.2472
NCP29,OUT019,-51.25119
FDN28,OUT027,2628.8806
FDJ50,OUT018,764.206
FDQ14,OUT027,3631.3865
FDC37,OUT035,1771.9814
FDN08,OUT046,1861.5503
FDD04,OUT035,2207.204
FDW34,OUT018,3260.2441
FDP04,OUT017,1148.5518
NCG07,OUT017,3312.528
NCN14,OUT018,2526.4678
FDJ16,OUT045,873.8295
NCM42,OUT045,1646.9473
NCF19,OUT046,883.6113
FDY21,OUT018,2613.493
FDY19,OUT035,1939.5428
FDV09,OUT045,2380.3901
FDA28,OUT013,2137.5815
FDC38,OUT018,1885.048
FDL28,OUT045,4005.6445
NCH43,OUT049,3738.297
NCN53,OUT045,714.61414
NCW05,OUT017,1726.0682
NCO30,OUT018,2618.7434
FDT04,OUT019,-76.08733
FDB27,OUT018,2696.7542
NCK07,OUT013,2638.5903
NCA53,OUT013,890.677
FDB33,OUT018,2351.4988
FDU37,OUT017,1514.8445
FDR13,OUT035,1959.0172
FDE45,OUT049,2999.2393
FDV37,OUT017,3259.5835
FDX44,OUT019,257.95953
NCL06,OUT017,4325.5615
FDJ28,OUT045,3101.1033
FDX55,OUT049,3746.8887
NCK17,OUT018,575.2118
FDH52,OUT035,1009.99084
FDN13,OUT027,2649.1653
FDK44,OUT018,2364.4731
FDU16,OUT046,1348.4025
FDZ07,OUT017,998.0418
NCN06,OUT027,4106.055
FDH02,OUT010,187.21603
NCW18,OUT045,3981.294
FDH57,OUT013,2008.6073
FDV35,OUT045,2361.0503
NCU29,OUT013,2335.6592
NCP02,OUT046,963.3473
FDN44,OUT013,2505.4958
FDX03,OUT018,559.2723
FDR11,OUT010,489.13437
FDA36,OUT046,2864.7812
FDP58,OUT027,5389.951
FDH31,OUT045,1545.1522
FDH34,OUT035,3328.4678
FDS13,OUT035,2855.6829
FDT01,OUT018,3052.2927
FDY09,OUT049,3007.8308
FDV33,OUT027,6133.1367
NCW29,OUT010,546.1622
NCN17,OUT045,1632.5829
FDX01,OUT046,1873.5859
FDL03,OUT049,3311.8164
DRL59,OUT049,960.9201
DRM11,OUT027,5850.309
FDA43,OUT049,3175.446
FDZ56,OUT010,661.8275
FDI44,OUT018,1075.7711
FDB50,OUT013,1359.2589
FDU15,OUT019,-113.12876
NCJ19,OUT019,10.599851
FDD48,OUT013,1873.5859
NCW42,OUT035,4311.4463
FDL24,OUT017,3149.0063
NCB30,OUT013,3021.2192
FDK25,OUT013,2598.4666
FDW28,OUT049,3150.9133
FDD47,OUT017,3055.7778
FDK16,OUT019,132.41086
FDW37,OUT046,1500.0435
FDA48,OUT035,3783.2869
FDA14,OUT017,2415.1025
FDV15,OUT013,1673.8663
FDN22,OUT049,3864.8462
NCD55,OUT045,691.91095
FDY43,OUT013,2607.058
NCU05,OUT017,1387.2703
FDF10,OUT035,2442.2488
FDR39,OUT018,2526.4678
FDG40,OUT013,738.43713
FDZ28,OUT019,760.71643
FDE02,OUT045,1532.6018
FDU60,OUT049,2777.0007
FDM21,OUT013,3831.7
FDV52,OUT019,390.6083
NCW06,OUT013,3017.9646
FDX36,OUT035,3803.1182
FDT35,OUT027,4216.442
NCL19,OUT010,517.6249
NCD31,OUT046,2636.561
FDE53,OUT019,399.517
FDW58,OUT019,397.84918
DRF48,OUT046,3034.7095
FDW57,OUT035,3018.18
DRH13,OUT017,1747.9171
FDT33,OUT013,2648.6145
DRK47,OUT027,5669.829
FDY22,OUT010,465.6639
FDC35,OUT019,332.76758
FDO03,OUT013,3910.1863
FDF24,OUT045,1319.5013
FDF56,OUT018,2445.8145
FDD28,OUT013,958.8022
FDG53,OUT027,3475.9502
FDO27,OUT019,251.8229
NCF54,OUT018,2481.1199
FDC20,OUT027,1926.8063
FDU10,OUT046,759.15393
DRA24,OUT018,2253.952
FDA02,OUT010,575.22473
FDG10,OUT017,934.5986
FDW39,OUT010,773.0313
FDP04,OUT019,52.63243
NCM55,OUT013,3017.9646
FDG47,OUT045,4437.055
NCU41,OUT017,3500.476
NCK31,OUT017,857.0909
FDZ46,OUT045,1652.3062
FDU13,OUT027,3671.42
NCF19,OUT045,798.6387
NCJ43,OUT013,2792.4534
NCJ05,OUT045,2370.3457
FDS04,OUT027,3499.4895
FDX28,OUT010,347.66196
FDB41,OUT027,1395.9097
FDG53,OUT046,2061.7515
FDL15,OUT010,577.3488
FDQ08,OUT049,1049.4319
DRN36,OUT013,1611.3887
FDI46,OUT013,3995.2263
FDG16,OUT027,5608.32
FDV32,OUT013,1035.1245
FDF44,OUT010,472.0227
FDK04,OUT018,844.1241
NCA41,OUT013,3132.8645
FDD51,OUT017,628.4205
NCZ53,OUT045,3101.1033
FDP01,OUT027,3663.8296
FDY25,OUT049,3006.3044
FDB17,OUT018,2477.7822
NCV54,OUT018,1582.4066
FDJ32,OUT017,1119.6475
FDA37,OUT049,2048.9375
FDG35,OUT035,3040.305
NCM05,OUT018,1988.3313
FDG45,OUT046,3574.7947
FDH28,OUT013,751.6691
NCE18,OUT049,4305.055
FDH38,OUT045,1852.9016
FDR56,OUT013,3017.9646
FDH17,OUT027,2545.9001
FDD39,OUT049,3826.0908
FDB41,OUT049,833.40875
NCR53,OUT046,3395.387
FDX46,OUT017,920.4356
FDV28,OUT049,873.12744
FDA08,OUT018,2243.8777
FDH45,OUT017,669.4549
NCS38,OUT010,491.63263
FDD40,OUT010,751.12445
DRM59,OUT035,2432.9258
NCJ43,OUT018,2505.7922
NCN29,OUT013,899.26855
NCC19,OUT045,3080.4539
FDR56,OUT035,3268.175
FDZ43,OUT049,4039.98
FDJ32,OUT010,-58.464832
DRH03,OUT017,1515.3231
NCZ54,OUT035,2778.0962
FDE26,OUT017,2450.199
FDS03,OUT045,1031.2516
DRZ24,OUT019,656.93384
FDO48,OUT027,5796.7354
FDW39,OUT049,2981.8445
NCK05,OUT049,1021.9614
NCK30,OUT017,4310.961
FDT27,OUT018,3221.2158
FDS08,OUT019,484.6024
NCJ19,OUT049,921.14984
FDC58,OUT045,690.3851
DRE37,OUT013,3009.373
FDW02,OUT035,2156.7698
FDJ02,OUT010,580.1615
FDX09,OUT045,2909.0918
FDT31,OUT010,783.5673
FDI24,OUT049,2986.6892
FDY09,OUT045,2937.2986
FDV28,OUT045,673.11053
DRM47,OUT049,3175.446
FDT52,OUT019,533.7037
FDI48,OUT018,777.96606
FDY55,OUT017,4455.5728
FDU48,OUT013,2020.066
FDN25,OUT045,874.3443
FDP20,OUT049,2070.2698
FDJ15,OUT013,2980.1846
FDD04,OUT018,1857.9019
FDY58,OUT045,4008.8992
FDR37,OUT018,2929.403
FDF44,OUT013,1978.6624
FDD32,OUT045,1331.3401
FDR57,OUT017,2457.3599
DRG39,OUT027,1772.6389
FDX15,OUT017,2648.2893
DRN37,OUT045,2674.5403
FDW40,OUT027,3513.676
FDB32,OUT049,1490.2698
FDM40,OUT018,1976.8503
FDE39,OUT027,3344.8665
DRH49,OUT017,1378.998
FDT46,OUT049,856.8157
NCF06,OUT035,4286.666
FDP07,OUT017,3199.3987
FDC04,OUT013,3805.347
FDZ32,OUT017,1775.1498
FDD50,OUT045,2759.7017
FDU56,OUT017,3332.9585
FDV34,OUT017,1231.2534
NCY41,OUT013,751.54584
NCK18,OUT046,2636.922
DRH25,OUT049,995.66925
FDT57,OUT046,3841.0447
FDV56,OUT018,1333.5497
FDV12,OUT045,1553.0321
FDN52,OUT017,1413.1067
FDX38,OUT035,766.9207
FDE47,OUT018,1743.2994
NCO07,OUT013,3460.4006
FDV09,OUT027,3676.3796
FDZ23,OUT019,516.18866
DRH51,OUT018,1159.3809
NCY54,OUT045,2903.268
DRG49,OUT013,4233.509
NCC19,OUT049,3158.0513
NCV53,OUT045,4035.211
FDZ47,OUT019,437.2434
NCO26,OUT018,1589.3617
NCP02,OUT045,892.44025
NCW30,OUT018,3050.3545
NCN55,OUT046,3837.79
FDB20,OUT010,89.32733
DRL11,OUT013,2331.89
DRD60,OUT045,3109.6948
FDW14,OUT010,236.57823
FDL27,OUT010,-68.59304
FDU09,OUT018,828.06537
DRH36,OUT027,1945.4731
FDP34,OUT027,3696.6643
FDE04,OUT017,3142.3203
FDZ57,OUT027,3355.6592
FDF02,OUT010,367.12918
FDG28,OUT045,4171.157
NCI31,OUT046,756.11
FDT43,OUT013,892.2029
FDU20,OUT046,1963.0315
FDD53,OUT013,783.9493
FDW15,OUT045,2376.4316
NCT53,OUT045,2640.4536
NCG55,OUT027,3025.6128
FDD48,OUT035,1959.0172
FDG47,OUT049,3230.9595
FDI21,OUT017,1087.511
FDT27,OUT017,4105.6035
DRO35,OUT013,1882.1775
FDD33,OUT017,4166.6987
FDC04,OUT035,4216.207
FDY34,OUT013,2636.922
DRJ49,OUT049,2062.0635
FDE05,OUT049,2438.567
FDU31,OUT017,3966.4514
NCN19,OUT027,4953.757
FDK56,OUT027,5274.3745
FDK58,OUT017,1747.4503
NCJ42,OUT035,1757.0653
FDZ34,OUT027,5326.6333
FDA52,OUT018,2568.0598
NCR29,OUT013,959.31696
FDT48,OUT035,4116.196
DRJ51,OUT019,511.1918
NCS54,OUT046,2804.9253
FDV01,OUT035,2490.52
DRG51,OUT027,4028.2976
NCG42,OUT013,2054.1494
FDA51,OUT049,1888.917
FDV19,OUT010,630.434
NCT18,OUT045,3106.4402
NCS41,OUT045,3097.8486
FDO03,OUT046,3875.715
FDL12,OUT010,-190.30489
FDY37,OUT010,615.4394
FDI58,OUT049,1471.8815
FDT28,OUT018,2090.647
NCC42,OUT010,498.00894
FDO01,OUT017,1975.8501
FDJ02,OUT013,2351.508
FDQ04,OUT018,625.4303
DRL47,OUT013,1963.0315
FDZ32,OUT035,1775.1498
FDC35,OUT035,3822.676
FDX14,OUT045,1089.5868
FDZ35,OUT013,1686.4167
FDL14,OUT013,2335.6592
FDO04,OUT049,953.1483
DRK11,OUT017,2449.5576
FDB44,OUT018,3079.6267
FDZ50,OUT049,3143.003
FDI12,OUT027,2254.3774
FDU43,OUT017,4233.2686
FDD58,OUT010,311.98727
FDB27,OUT017,3333.1143
FDB04,OUT018,1126.3469
NCO17,OUT013,1880.6517
FDL12,OUT017,923.7302
DRJ13,OUT049,2596.3682
FDD57,OUT045,1524.6866
FDW19,OUT035,1825.9222
DRD27,OUT018,1328.1235
FDH27,OUT027,3631.3865
NCW30,OUT027,6031.2886
FDR40,OUT018,1178.7247
FDG05,OUT013,2322.5945
NCY41,OUT019,-113.12876
FDI38,OUT018,3068.23
FDR20,OUT046,757.43536
FDE09,OUT017,1774.635
FDN50,OUT019,352.4518
DRF27,OUT045,2347.947
DRF51,OUT013,685.5574
NCO02,OUT019,131.37512
FDB51,OUT027,1772.6389
FDJ50,OUT013,971.3524
FDN52,OUT013,1379.1471
FDX14,OUT013,1326.8159
FDT27,OUT019,500.3727
FDV10,OUT013,765.5522
FDU33,OUT046,765.5522
FDU58,OUT046,3053.6316
NCP42,OUT027,5300.542
FDL51,OUT027,5520.427
DRH15,OUT027,1363.4667
FDU16,OUT017,1400.3689
FDW15,OUT017,2463.1887
FDQ44,OUT045,1784.2428
NCI06,OUT027,4566.788
DRK23,OUT019,571.8543
FDC28,OUT035,1749.9146
NCY17,OUT019,-89.02995
NCV05,OUT018,2138.971
FDM34,OUT019,690.5709
DRD60,OUT027,5055.605
FDT38,OUT046,1335.8477
FDQ57,OUT018,2016.0881
FDE59,OUT027,1101.7759
NCM43,OUT046,2650.4365
DRI51,OUT049,2944.6272
NCG30,OUT017,2049.2734
NCK54,OUT035,1959.0172
FDQ16,OUT019,390.2214
FDI36,OUT013,3009.373
FDX16,OUT027,3663.8296
FDA34,OUT046,2866.4297
FDJ48,OUT018,2953.3745
FDU47,OUT035,2163.5195
FDS39,OUT046,2060.2556
FDD11,OUT046,3690.4988
FDM16,OUT027,1945.4731
FDU56,OUT018,2638.944
FDQ32,OUT017,2062.2913
DRK35,OUT013,743.0776
FDA58,OUT049,3662.361
DRG48,OUT019,594.3903
FDT59,OUT010,1171.9722
FDQ31,OUT019,257.95953
FDS51,OUT018,894.60425
FDW32,OUT027,2376.1018
FDI15,OUT027,6701.023
NCV30,OUT017,1031.7582
DRG25,OUT049,3178.7007
FDT02,OUT013,705.99426
FDO33,OUT027,3013.0627
FDP38,OUT035,815.3031
FDZ45,OUT035,3368.4695
NCA54,OUT027,4570.043
FDU33,OUT017,770.5438
FDN58,OUT017,4114.195
FDI05,OUT045,1214.9995
FDM57,OUT019,238.07135
NCS42,OUT027,2254.3774
FDB57,OUT045,4082.331
FDC03,OUT045,3065.4055
FDZ58,OUT013,1948.9061
NCK29,OUT045,1946.864
NCR53,OUT045,3659.7678
FDE26,OUT027,3663.8296
FDU52,OUT049,2426.5315
FDE41,OUT027,2175.3162
FDU38,OUT018,2496.261
FDA52,OUT017,3026.7715
FDW46,OUT046,1115.7094
DRI59,OUT035,4215.7476
FDT38,OUT035,1367.9259
FDL33,OUT018,2639.7346
FDQ01,OUT027,5837.962
FDJ08,OUT046,3009.373
FDQ47,OUT049,705.30133
NCZ18,OUT013,3711.4473
FDE29,OUT017,995.3983
FDF10,OUT027,3696.6643
FDC48,OUT049,1363.803
FDY58,OUT013,3875.715
NCX30,OUT010,1301.7589
FDV11,OUT013,2797.298
FDT46,OUT046,883.6113
DRD01,OUT019,-9.016028
FDQ11,OUT013,3999.1975
NCM41,OUT017,1535.9274
NCC55,OUT013,735.1825
FDG45,OUT027,5556.5254
NCQ54,OUT049,2829.2239
FDM34,OUT045,2025.0659
FDD17,OUT019,792.37427
FDN38,OUT027,6178.4854
FDB53,OUT018,2086.1519
NCL06,OUT035,4445.6665
NCV18,OUT019,212.82709
FDX25,OUT013,3041.444
FDB39,OUT046,938.90955
FDC33,OUT049,3175.446
NCO14,OUT018,609.5453
FDA58,OUT027,5766.48
NCQ02,OUT017,3226.62
NCR53,OUT017,3934.5667
FDN52,OUT046,1379.1471
FDG26,OUT046,3924.4072
FDE23,OUT027,1562.0958
DRI37,OUT013,994.1035
DRH37,OUT018,2253.4487
FDO01,OUT035,2000.8358
FDK45,OUT049,1997.1864
FDP23,OUT049,3724.157
FDM33,OUT035,3899.8025
FDD36,OUT017,1986.2926
FDL56,OUT017,1410.4531
FDT27,OUT010,1011.17163
FDG52,OUT017,666.1603
NCL42,OUT035,4327.1895
DRJ24,OUT046,3009.373
FDV38,OUT046,915.5026
FDT35,OUT045,2722.8909
FDY51,OUT045,3583.9707
FDC37,OUT017,1771.9814
NCP43,OUT013,2797.4165
FDO33,OUT045,1871.2598
FDW04,OUT018,1828.5104
NCC31,OUT046,2335.6592
FDK22,OUT049,3741.5518
FDJ50,OUT017,956.9157
FDV13,OUT017,1498.4926
DRL60,OUT017,2464.3594
FDW03,OUT017,1731.2534
FDY27,OUT035,3077.334
FDB39,OUT027,1772.6389
FDU59,OUT045,2631.1582
FDZ57,OUT049,2137.0547
FDO21,OUT049,3841.0652
FDS43,OUT018,2667.0046
FDU28,OUT010,747.25446
FDC51,OUT010,630.0124
FDW16,OUT010,208.4238
FDP32,OUT010,607.85547
FDB60,OUT019,516.18866
NCQ30,OUT046,1974.4027
FDD26,OUT049,3175.446
FDI44,OUT045,1306.9509
DRH23,OUT046,967.39374
FDO44,OUT046,1727.9406
FDG04,OUT046,2910.78
FDM32,OUT027,2388.6519
FDM09,OUT013,2598.4666
FDZ47,OUT013,1523.6304
FDM40,OUT027,3499.4895
FDY48,OUT017,1771.9814
NCM30,OUT045,673.27496
FDX36,OUT010,966.9409
DRF03,OUT017,619.2769
FDN51,OUT049,4117.572
FDM57,OUT049,1356.5364
FDB35,OUT049,1471.3667
FDY13,OUT027,2187.8662
FDA37,OUT017,2073.12
NCX53,OUT017,2249.231
FDD59,OUT018,1147.1669
FDX10,OUT019,-142.1764
FDC03,OUT018,2627.2378
FDW43,OUT035,4095.4946
FDW10,OUT046,2684.065
FDY14,OUT027,6434.251
FDV43,OUT045,768.693
FDO40,OUT013,2351.508
FDP46,OUT027,2254.3774
NCE43,OUT019,595.82434
FDD05,OUT035,2059.7185
FDJ60,OUT010,600.5511
DRE27,OUT018,1276.7391
FDO11,OUT035,4047.9255
DRG11,OUT027,2616.3306
FDK33,OUT010,947.26654
DRM23,OUT045,2738.2722
FDJ02,OUT027,3676.3796
NCZ05,OUT045,1612.9667
NCL30,OUT013,1962.6177
FDZ19,OUT018,2338.7188
FDM45,OUT049,2048.4229
FDO36,OUT046,2811.4443
NCK31,OUT045,798.6387
DRJ37,OUT045,2367.84
FDP24,OUT018,1738.9165
FDF46,OUT013,1843.641
FDX46,OUT019,-9.016028
NCL18,OUT045,3058.0005
FDJ26,OUT013,3420.6497
FDJ07,OUT045,1852.9016
FDY15,OUT013,2265.6187
DRG01,OUT045,1176.9026
FDF58,OUT045,1038.3647
FDZ14,OUT019,624.49097
FDP31,OUT049,899.4349
FDH45,OUT013,773.62897
FDA09,OUT010,610.6958
FDW31,OUT035,3324.6
FDA57,OUT046,757.43536
NCE55,OUT035,3018.18
FDC17,OUT019,525.09326
FDC59,OUT013,1132.0728
FDA22,OUT013,2636.0645
FDK52,OUT035,3955.535
NCM26,OUT046,2265.2732
NCT53,OUT035,2813.878
FDW45,OUT018,2135.1597
NCI18,OUT035,4052.0366
FDE38,OUT018,2230.3438
FDF08,OUT019,257.95953
FDY58,OUT010,1346.435
FDF58,OUT019,47.348618
FDX39,OUT017,4029.3098
FDB44,OUT049,3765.0173
FDF28,OUT013,1998.9965
FDE39,OUT013,1841.6577
FDT37,OUT018,3325.1125
FDZ45,OUT017,3368.4695
FDO40,OUT035,2500.2627
FDM57,OUT027,2254.3774
DRG36,OUT017,3005.3506
FDY36,OUT010,40.094723
DRL60,OUT027,3676.3796
FDS25,OUT019,257.5133
DRF49,OUT027,3013.0627
FDP16,OUT045,3899.4697
FDS60,OUT049,2432.047
FDU15,OUT027,1095.0757
FDK43,OUT046,1990.4049
FDN25,OUT046,959.31696
FDE53,OUT049,1683.6941
FDB22,OUT013,2323.1091
FDE39,OUT017,1938.3341
FDX35,OUT035,4141.5605
NCG54,OUT049,2787.8574
FDH27,OUT035,2413.0054
NCK42,OUT013,3427.792
FDS25,OUT049,1692.5739
FDI10,OUT018,2390.5923
FDU35,OUT035,1711.3495
FDI04,OUT017,3359.878
DRK23,OUT035,4302.3696
FDB53,OUT019,449.13202
FDY02,OUT049,4239.6626
FDM60,OUT035,666.1603
NCJ31,OUT010,967.2569
DRP35,OUT017,2077.978
NCQ30,OUT018,1793.399
DRL11,OUT010,621.84247
FDU01,OUT013,2942.1218
FDR39,OUT035,2957.6724
FDO08,OUT046,2629.295
FDC02,OUT045,5323.3623
NCZ29,OUT035,2093.3594
FDF29,OUT010,583.2621
FDZ23,OUT017,3304.1633
NCU53,OUT018,2169.0786
NCW30,OUT013,3903.411
NCM26,OUT027,3676.3796
FDV50,OUT027,3365.1511
FDW15,OUT049,2434.6084
FDI35,OUT027,5055.605
FDO11,OUT017,4013.6707
FDN48,OUT046,1474.0894
NCA17,OUT049,2322.2524
NCN54,OUT013,1301.9382
FDP22,OUT013,879.65265
NCB54,OUT035,2105.3086
FDD08,OUT045,641.9998
DRM48,OUT010,-182.35988
FDG41,OUT027,2616.3306
FDE44,OUT027,1702.4735
FDE26,OUT035,2450.199
NCS38,OUT013,1880.6517
NCJ54,OUT018,3310.5713
FDI40,OUT019,210.44824
FDN45,OUT018,3410.804
FDU43,OUT046,3818.3418
FDI04,OUT010,791.1694
NCC07,OUT018,1407.6316
NCC07,OUT019,402.7717
NCD18,OUT045,4347.619
FDU55,OUT035,4406.5347
FDX59,OUT035,650.6145
FDR52,OUT049,3175.446
NCP17,OUT013,1117.4033
FDQ32,OUT045,1991.1768
NCT17,OUT049,3178.7007
FDO10,OUT049,979.02856
FDE32,OUT049,609.6363
FDN44,OUT045,2550.7415
FDH02,OUT035,1484.557
FDK60,OUT013,1602.093
FDS24,OUT019,257.95953
FDL03,OUT010,780.3127
FDB46,OUT027,5389.951
FDO48,OUT049,3992.3748
FDZ39,OUT049,1672.9413
FDT02,OUT027,1121.2158
FDC50,OUT013,1602.093
FDP39,OUT035,831.8558
DRG15,OUT018,820.01794
FDP10,OUT018,1377.0995
FDF53,OUT027,5107.8003
FDN34,OUT045,2747.5676
FDK02,OUT045,1990.2456
FDC23,OUT045,2913.3809
FDJ10,OUT019,557.86285
FDE53,OUT035,1763.3899
FDR25,OUT035,4660.872
FDW50,OUT046,2596.8518
FDS09,OUT049,886.0532
FDW49,OUT010,769.3578
FDU51,OUT046,2786.4414
FDF28,OUT018,1785.5665
NCY30,OUT018,2498.6345
FDD44,OUT045,4238.909
FDX09,OUT017,3123.7712
NCF30,OUT013,1994.2179
FDZ50,OUT019,483.7457
FDW37,OUT013,1475.7736
FDD11,OUT049,3872.6465
DRH39,OUT018,1029.1279
FDA36,OUT049,2972.4556
NCG43,OUT049,1460.5103
FDF02,OUT035,1746.7462
FDP57,OUT027,2616.3306
NCE42,OUT017,3467.4832
NCR38,OUT027,5837.962
FDP03,OUT019,656.93384
FDO51,OUT035,675.9094
NCQ42,OUT046,1920.5338
NCM41,OUT046,1445.9578
FDH48,OUT027,2254.3774
DRF60,OUT046,3829.1985
FDJ27,OUT035,1753.2881
FDQ14,OUT013,2290.1514
FDN27,OUT017,1740.26
NCQ02,OUT046,2910.78
FDJ33,OUT049,2048.4229
FDP07,OUT027,5548.6577
DRE01,OUT049,3796.8167
FDU36,OUT045,1524.5029
FDL28,OUT017,4283.3213
NCX53,OUT046,2116.119
FDZ39,OUT013,1675.664
NCP42,OUT013,2983.2815
FDJ14,OUT035,1396.5659
FDK04,OUT049,948.58
NCC19,OUT017,3210.2703
FDS09,OUT018,738.9709
FDZ02,OUT046,1568.8585
FDD35,OUT018,1743.2994
NCY42,OUT017,2452.7554
FDB05,OUT045,3672.294
FDF20,OUT035,3343.8992
NCO41,OUT018,1409.2881
FDC40,OUT027,2142.873
FDV58,OUT045,2408.183
FDZ57,OUT045,2044.4067
DRM35,OUT046,2797.298
DRN36,OUT018,1297.0568
FDQ13,OUT046,1366.8868
DRO35,OUT010,500.22415
NCD43,OUT035,1781.7008
FDA51,OUT018,1569.5311
NCX17,OUT027,5632.025
NCZ17,OUT049,730.59106
FDR11,OUT027,3934.4026
FDW34,OUT049,4043.2346
FDN50,OUT017,1547.7661
FDS09,OUT046,871.0611
FDS48,OUT018,2115.8823
FDL44,OUT049,2721.1992
DRF48,OUT018,2539.671
FDA14,OUT018,1796.1929
NCD30,OUT049,1592.4728
FDI16,OUT017,835.1504
NCG06,OUT035,4039.532
DRZ24,OUT035,2046.4014
NCS17,OUT045,1525.8123
FDB37,OUT045,3971.3
FDE10,OUT035,2035.0107
FDC57,OUT045,3091.0588
FDM12,OUT018,2638.944
FDE24,OUT049,2164.4707
FDW22,OUT045,3781.677
DRD01,OUT027,1792.5315
NCZ18,OUT027,5837.962
FDN49,OUT045,700.495
FDR22,OUT035,2021.8015
FDV08,OUT019,-50.9401
FDY39,OUT046,3114.6118
FDV36,OUT049,2050.1162
FDO60,OUT045,765.8619
FDU04,OUT027,3375.144
FDR20,OUT027,1636.1069
FDW19,OUT019,390.2214
FDU40,OUT049,2594.5288
FDK15,OUT045,1532.6018
DRF15,OUT035,2426.9233
FDQ25,OUT017,3149.0063
FDI48,OUT019,-9.016028
FDS49,OUT046,1359.2589
FDV22,OUT046,2359.769
NCV42,OUT046,1720.4911
FDX26,OUT046,2993.2935
FDI33,OUT018,1135.718
FDZ14,OUT049,2025.79
FDG10,OUT013,949.0353
FDM38,OUT018,747.8475
FDG26,OUT027,6207.6665
FDH46,OUT035,1769.8846
FDN13,OUT018,1296.9761
FDU57,OUT035,2465.842
NCI06,OUT046,2806.5935
FDM38,OUT045,830.4478
NCG42,OUT010,517.41833
FDL39,OUT045,2885.2402
FDT31,OUT019,519.4433
FDV59,OUT013,3488.787
FDB49,OUT035,1774.635
FDD58,OUT049,1671.6584
DRN59,OUT046,853.66565
FDX48,OUT049,2426.1353
FDQ11,OUT049,4162.6265
FDY12,OUT049,932.00653
FDQ11,OUT045,4126.373
DRI11,OUT017,1933.6659
FDY32,OUT027,4222.585
FDS51,OUT045,913.08954
FDR19,OUT010,457.0724
DRB13,OUT018,2479.7502
FDS21,OUT035,1056.9932
FDQ40,OUT045,2921.6418
NCE55,OUT013,2797.298
FDX43,OUT027,4310.452
FDS12,OUT049,2048.4229
DRK01,OUT027,2538.634
FDN25,OUT017,932.1954
FDB60,OUT046,3012.6277
FDQ13,OUT017,1407.583
DRK13,OUT045,3097.8486
DRF25,OUT018,567.2816
NCD42,OUT019,-101.97904
FDW25,OUT045,1377.6387
NCV29,OUT027,4570.043
NCK42,OUT035,3902.2017
DRJ13,OUT027,3901.5679
DRD15,OUT017,4073.16
FDM27,OUT045,2367.84
FDZ50,OUT018,2473.1724
FDC04,OUT046,3805.347
FDF50,OUT049,3241.0862
FDP15,OUT045,4101.6177
FDK46,OUT035,4449.2715
FDZ56,OUT018,2365.2896
FDY60,OUT049,2473.038
FDB10,OUT035,4240.0586
FDR57,OUT045,2337.008
FDU58,OUT049,3161.306
FDH02,OUT046,1432.6158
FDP48,OUT013,3046.971
FDI46,OUT035,4302.3696
FDW56,OUT013,3046.971
NCM19,OUT010,511.2485
FDS50,OUT027,5928.238
FDK24,OUT013,765.0374
FDO36,OUT017,3016.687
FDK45,OUT027,3025.6128
NCL05,OUT045,688.9828
FDL32,OUT018,1551.8745
FDA28,OUT049,2089.718
FDY36,OUT018,1005.0478
FDP32,OUT018,1792.5216
FDL50,OUT046,1935.3553
DRC24,OUT049,2426.1353
NCS18,OUT017,1712.1725
